(1551925;'Thomas';'27';'11';'2015';1);;
(1551575;'Thomas';'27';'11';'2015';1);;
(1551569;'Vincent';'27';'11';'2015';1);;
(1551558;'Thomas';'27';'11';'2015';1);;
(1551504;'/OU=Domain;Control;Validated/CN=svn.company.net';'27';'11';'2015';1)
(1551486;'Vincent';'27';'11';'2015';1);;
(1551485;'Vincent';'27';'11';'2015';1);;
(1551375;'Vincent';'26';'11';'2015';1);;
(1551347;'Vincent';'26';'11';'2015';1);;
(1551334;'Vincent';'26';'11';'2015';1);;
(1551332;'Vincent';'26';'11';'2015';4);;
(1551313;'Vincent';'26';'11';'2015';4);;
(1551307;'Thomas';'26';'11';'2015';1);;
(1551294;'Vincent';'26';'11';'2015';4);;
(1551249;'Vincent';'26';'11';'2015';5);;
(1551248;'Vincent';'26';'11';'2015';5);;
(1551105;'Thomas';'26';'11';'2015';1);;
(1551061;'Vincent';'26';'11';'2015';3);;
(1550863;'Thomas';'25';'11';'2015';1);;
(1550724;'Thomas';'25';'11';'2015';1);;
(1550591;'Thomas';'25';'11';'2015';3);;
(1550580;'Thomas';'25';'11';'2015';1);;
(1550503;'Thomas';'25';'11';'2015';1);;
(1550097;'Vincent';'24';'11';'2015';3);;
(1550089;'Thomas';'24';'11';'2015';2);;
(1550060;'Vincent';'24';'11';'2015';4);;
(1550046;'Vincent';'24';'11';'2015';4);;
(1549398;'Thomas';'23';'11';'2015';1);;
(1549355;'/OU=Domain;Control;Validated/CN=svn.company.net';'23';'11';'2015';1)
(1549331;'Thomas';'23';'11';'2015';1);;
(1549294;'Jimmy';'23';'11';'2015';2);;
(1549111;'Thomas';'23';'11';'2015';1);;
(1548946;'Vincent';'23';'11';'2015';5);;
(1548632;'Thomas';'20';'11';'2015';1);;
(1548595;'Thomas';'20';'11';'2015';1);;
(1548398;'Thomas';'20';'11';'2015';1);;
(1548384;'Thomas';'20';'11';'2015';1);;
(1548364;'Thomas';'20';'11';'2015';2);;
(1548358;'Thomas';'20';'11';'2015';2);;
(1548357;'Thomas';'20';'11';'2015';2);;
(1548355;'Thomas';'20';'11';'2015';2);;
(1548352;'Thomas';'20';'11';'2015';2);;
(1548350;'Thomas';'20';'11';'2015';2);;
(1548342;'Thomas';'20';'11';'2015';2);;
(1548336;'Thomas';'20';'11';'2015';2);;
(1547894;'/OU=Domain;Control;Validated/CN=svn.company.net';'19';'11';'2015';1)
(1547749;'Freddie';'19';'11';'2015';2);;
(1547748;'Jimmy';'19';'11';'2015';1);;
(1547738;'Jimmy';'19';'11';'2015';1);;
(1547683;'Jimmy';'19';'11';'2015';1);;
(1547493;'Vincent';'19';'11';'2015';4);;
(1546917;'Vincent';'18';'11';'2015';3);;
(1546493;'/OU=Domain;Control;Validated/CN=svn.company.net';'17';'11';'2015';1)
(1546460;'Vincent';'17';'11';'2015';3);;
(1546414;'Thomas';'17';'11';'2015';7);;
(1545714;'/OU=Domain;Control;Validated/CN=svn.company.net';'16';'11';'2015';1)
(1545674;'Jimmy';'16';'11';'2015';1);;
(1545670;'Jimmy';'16';'11';'2015';1);;
(1545663;'Jimmy';'16';'11';'2015';1);;
(1545657;'Jimmy';'16';'11';'2015';1);;
(1545652;'Jimmy';'16';'11';'2015';1);;
(1545628;'Jimmy';'16';'11';'2015';1);;
(1544560;'Dave';'12';'11';'2015';1);;
(1544422;'Jimmy';'12';'11';'2015';1);;
(1544421;'Jimmy';'12';'11';'2015';1);;
(1544404;'Jimmy';'12';'11';'2015';1);;
(1544362;'Jimmy';'12';'11';'2015';1);;
(1544360;'Jimmy';'12';'11';'2015';1);;
(1544350;'Jimmy';'12';'11';'2015';1);;
(1544342;'Jimmy';'12';'11';'2015';1);;
(1544339;'Jimmy';'12';'11';'2015';1);;
(1544282;'Thomas';'12';'11';'2015';3);;
(1544253;'Thomas';'12';'11';'2015';2);;
(1544250;'Thomas';'12';'11';'2015';5);;
(1541334;'Vincent';'05';'11';'2015';5);;
(1540927;'Vincent';'04';'11';'2015';4);;
(1540926;'Vincent';'04';'11';'2015';5);;
(1540834;'Vincent';'04';'11';'2015';3);;
(1540809;'Vincent';'04';'11';'2015';3);;
(1540172;'Jimmy';'03';'11';'2015';1);;
(1540168;'/OU=Domain;Control;Validated/CN=svn.company.net';'03';'11';'2015';1)
(1540148;'Jimmy';'03';'11';'2015';1);;
(1539956;'Jimmy';'03';'11';'2015';1);;
(1539933;'Thomas';'03';'11';'2015';1);;
(1539930;'Thomas';'03';'11';'2015';1);;
(1539664;'ajon0002';'02';'11';'2015';1);;
(1539662;'ajon0002';'02';'11';'2015';6);;
(1539659;'ajon0002';'02';'11';'2015';3);;
(1539656;'ajon0002';'02';'11';'2015';4);;
(1539654;'ajon0002';'02';'11';'2015';2);;
(1539651;'ajon0002';'02';'11';'2015';1);;
(1539648;'ajon0002';'02';'11';'2015';2);;
(1539645;'ajon0002';'02';'11';'2015';2);;
(1539640;'ajon0002';'02';'11';'2015';3);;
(1539452;'Thomas';'02';'11';'2015';1);;
(1539443;'Thomas';'02';'11';'2015';1);;
(1539019;'Thomas';'30';'10';'2015';1);;
(1538990;'Thomas';'30';'10';'2015';1);;
(1538828;'Jimmy';'30';'10';'2015';1);;
(1538795;'Thomas';'30';'10';'2015';1);;
(1538793;'Thomas';'30';'10';'2015';1);;
(1538454;'Thomas';'29';'10';'2015';2);;
(1538444;'Thomas';'29';'10';'2015';1);;
(1538425;'Thomas';'29';'10';'2015';1);;
(1538416;'Thomas';'29';'10';'2015';1);;
(1538410;'Thomas';'29';'10';'2015';2);;
(1538393;'Thomas';'29';'10';'2015';1);;
(1538367;'Thomas';'29';'10';'2015';1);;
(1538359;'Thomas';'29';'10';'2015';1);;
(1538288;'Thomas';'29';'10';'2015';1);;
(1538283;'Thomas';'29';'10';'2015';1);;
(1538264;'Jimmy';'29';'10';'2015';1);;
(1538234;'Jimmy';'29';'10';'2015';1);;
(1538198;'Thomas';'29';'10';'2015';1);;
(1537920;'Thomas';'28';'10';'2015';2);;
(1537919;'Thomas';'28';'10';'2015';1);;
(1537915;'Thomas';'28';'10';'2015';1);;
(1537911;'Thomas';'28';'10';'2015';1);;
(1537697;'Jimmy';'28';'10';'2015';1);;
(1537528;'Vincent';'27';'10';'2015';1);;
(1537485;'Jimmy';'27';'10';'2015';1);;
(1537460;'Jimmy';'27';'10';'2015';1);;
(1537454;'Jimmy';'27';'10';'2015';1);;
(1537452;'Jimmy';'27';'10';'2015';1);;
(1537319;'Vincent';'27';'10';'2015';2);;
(1536385;'Jimmy';'23';'10';'2015';1);;
(1536330;'Jimmy';'23';'10';'2015';1);;
(1536312;'Jimmy';'23';'10';'2015';1);;
(1536311;'Jimmy';'23';'10';'2015';1);;
(1536126;'Jimmy';'23';'10';'2015';1);;
(1536118;'Jimmy';'23';'10';'2015';1);;
(1536037;'Jimmy';'23';'10';'2015';1);;
(1536002;'Jimmy';'23';'10';'2015';1);;
(1535957;'Jimmy';'23';'10';'2015';1);;
(1535594;'Jimmy';'22';'10';'2015';1);;
(1535593;'Jimmy';'22';'10';'2015';1);;
(1535587;'Jimmy';'22';'10';'2015';1);;
(1535571;'Jimmy';'22';'10';'2015';1);;
(1535537;'Jimmy';'22';'10';'2015';1);;
(1535523;'Jimmy';'22';'10';'2015';1);;
(1535517;'Jimmy';'22';'10';'2015';1);;
(1535516;'Jimmy';'22';'10';'2015';1);;
(1535453;'Jimmy';'22';'10';'2015';1);;
(1535452;'Jimmy';'22';'10';'2015';1);;
(1535451;'Jimmy';'22';'10';'2015';1);;
(1533128;'Thomas';'16';'10';'2015';2);;
(1533115;'Thomas';'16';'10';'2015';1);;
(1533097;'Thomas';'16';'10';'2015';1);;
(1533092;'Thomas';'16';'10';'2015';1);;
(1532755;'Thomas';'15';'10';'2015';2);;
(1532018;'Jimmy';'14';'10';'2015';1);;
(1532015;'Jimmy';'14';'10';'2015';1);;
(1531912;'Jimmy';'14';'10';'2015';1);;
(1531903;'Jimmy';'14';'10';'2015';1);;
(1531479;'Thomas';'13';'10';'2015';4);;
(1530186;'/OU=Domain;Control;Validated/CN=svn.company.net';'09';'10';'2015';1)
(1530155;'Thomas';'09';'10';'2015';1);;
(1530104;'Jimmy';'09';'10';'2015';1);;
(1530087;'Jimmy';'09';'10';'2015';1);;
(1530077;'Jimmy';'09';'10';'2015';1);;
(1530022;'Thomas';'09';'10';'2015';1);;
(1530019;'Thomas';'09';'10';'2015';1);;
(1529976;'Thomas';'09';'10';'2015';1);;
(1529934;'Thomas';'09';'10';'2015';1);;
(1529923;'Thomas';'09';'10';'2015';1);;
(1529916;'Thomas';'09';'10';'2015';1);;
(1529913;'Thomas';'09';'10';'2015';1);;
(1529617;'Thomas';'08';'10';'2015';2);;
(1529611;'Thomas';'08';'10';'2015';1);;
(1529597;'Thomas';'08';'10';'2015';1);;
(1528989;'Thomas';'07';'10';'2015';1);;
(1528947;'Thomas';'07';'10';'2015';1);;
(1528925;'Thomas';'07';'10';'2015';1);;
(1528923;'Thomas';'07';'10';'2015';1);;
(1528922;'Thomas';'07';'10';'2015';1);;
(1528797;'Thomas';'07';'10';'2015';1);;
(1528782;'Thomas';'07';'10';'2015';2);;
(1528452;'Thomas';'06';'10';'2015';1);;
(1528449;'Thomas';'06';'10';'2015';1);;
(1528422;'Thomas';'06';'10';'2015';1);;
(1528416;'Thomas';'06';'10';'2015';1);;
(1528414;'Thomas';'06';'10';'2015';1);;
(1528412;'Thomas';'06';'10';'2015';1);;
(1528411;'Thomas';'06';'10';'2015';2);;
(1528409;'Thomas';'06';'10';'2015';1);;
(1528404;'Thomas';'06';'10';'2015';1);;
(1528397;'Thomas';'06';'10';'2015';1);;
(1527179;'Thomas';'02';'10';'2015';2);;
(1527029;'Thomas';'02';'10';'2015';2);;
(1526939;'Thomas';'02';'10';'2015';2);;
(1526558;'Thomas';'01';'10';'2015';1);;
(1526549;'Jimmy';'01';'10';'2015';1);;
(1526501;'Jimmy';'01';'10';'2015';1);;
(1525171;'Jimmy';'29';'09';'2015';1);;
(1525124;'Jimmy';'29';'09';'2015';1);;
(1525067;'Jimmy';'29';'09';'2015';1);;
(1525056;'Jimmy';'29';'09';'2015';1);;
(1525043;'Jimmy';'29';'09';'2015';1);;
(1525032;'Jimmy';'29';'09';'2015';1);;
(1525020;'Jimmy';'29';'09';'2015';1);;
(1524333;'Jimmy';'28';'09';'2015';1);;
(1523786;'Thomas';'25';'09';'2015';1);;
(1523768;'Jimmy';'25';'09';'2015';1);;
(1523643;'Jimmy';'25';'09';'2015';1);;
(1521833;'Thomas';'22';'09';'2015';1);;
(1520473;'Jimmy';'18';'09';'2015';1);;
(1520031;'Thomas';'17';'09';'2015';1);;
(1519600;'Thomas';'16';'09';'2015';1);;
(1519555;'Thomas';'16';'09';'2015';1);;
(1519330;'Jimmy';'16';'09';'2015';1);;
(1517160;'/OU=Domain;Control;Validated/CN=svn.company.net';'10';'09';'2015';1)
(1516858;'Jimmy';'10';'09';'2015';1);;
(1516801;'Jimmy';'10';'09';'2015';1);;
(1516395;'/OU=Domain;Control;Validated/CN=svn.company.net';'09';'09';'2015';1)
(1516364;'Jimmy';'09';'09';'2015';1);;
(1516286;'/OU=Domain;Control;Validated/CN=svn.company.net';'09';'09';'2015';1)
(1516221;'Thomas';'09';'09';'2015';2);;
(1516206;'Thomas';'09';'09';'2015';1);;
(1516182;'Thomas';'09';'09';'2015';1);;
(1516140;'Thomas';'09';'09';'2015';1);;
(1516124;'Jimmy';'09';'09';'2015';1);;
(1516078;'Jimmy';'09';'09';'2015';1);;
(1515856;'Thomas';'08';'09';'2015';1);;
(1515669;'Thomas';'08';'09';'2015';1);;
(1515598;'Thomas';'08';'09';'2015';1);;
(1515597;'Thomas';'08';'09';'2015';1);;
(1515550;'Thomas';'08';'09';'2015';1);;
(1515469;'Freddie';'07';'09';'2015';2);;
(1515192;'Freddie';'07';'09';'2015';2);;
(1514885;'/OU=Domain;Control;Validated/CN=svn.company.net';'04';'09';'2015';1)
(1514854;'Thomas';'04';'09';'2015';1);;
(1514848;'Thomas';'04';'09';'2015';1);;
(1514769;'Thomas';'04';'09';'2015';1);;
(1514659;'Thomas';'04';'09';'2015';1);;
(1514632;'Thomas';'04';'09';'2015';1);;
(1514422;'Thomas';'03';'09';'2015';1);;
(1514088;'Freddie';'03';'09';'2015';2);;
(1511865;'Freddie';'28';'08';'2015';2);;
(1511531;'murari.krishnan';'27';'08';'2015';1);;
(1511263;'Thomas';'27';'08';'2015';1);;
(1510630;'Freddie';'26';'08';'2015';2);;
(1510560;'Thomas';'26';'08';'2015';1);;
(1510491;'Freddie';'26';'08';'2015';2);;
(1510251;'Nicky';'25';'08';'2015';5);;
(1510206;'Thomas';'25';'08';'2015';1);;
(1509790;'Thomas';'25';'08';'2015';1);;
(1509257;'/OU=Domain;Control;Validated/CN=svn.company.net';'24';'08';'2015';1)
(1509222;'Jimmy';'24';'08';'2015';1);;
(1508948;'Jimmy';'21';'08';'2015';1);;
(1508779;'Jimmy';'21';'08';'2015';1);;
(1508685;'Jimmy';'21';'08';'2015';1);;
(1508629;'Jimmy';'21';'08';'2015';1);;
(1508188;'/OU=Domain;Control;Validated/CN=svn.company.net';'20';'08';'2015';1)
(1508164;'Jimmy';'20';'08';'2015';1);;
(1508161;'Jimmy';'20';'08';'2015';1);;
(1508151;'Jimmy';'20';'08';'2015';1);;
(1508145;'Jimmy';'20';'08';'2015';1);;
(1508044;'Thomas';'20';'08';'2015';1);;
(1508020;'Thomas';'20';'08';'2015';1);;
(1507926;'Thomas';'20';'08';'2015';1);;
(1507915;'Thomas';'20';'08';'2015';1);;
(1507705;'Thomas';'19';'08';'2015';1);;
(1507637;'Thomas';'19';'08';'2015';1);;
(1507417;'Thomas';'19';'08';'2015';1);;
(1507415;'Thomas';'19';'08';'2015';2);;
(1507409;'Thomas';'19';'08';'2015';2);;
(1506528;'Thomas';'17';'08';'2015';1);;
(1506431;'Thomas';'17';'08';'2015';1);;
(1505785;'Jimmy';'14';'08';'2015';1);;
(1505761;'Jimmy';'14';'08';'2015';1);;
(1505731;'Jimmy';'14';'08';'2015';1);;
(1505616;'Jimmy';'14';'08';'2015';1);;
(1505141;'/OU=Domain;Control;Validated/CN=svn.company.net';'13';'08';'2015';1)
(1505095;'Nicky';'13';'08';'2015';2);;
(1505036;'/OU=Domain;Control;Validated/CN=svn.company.net';'13';'08';'2015';1)
(1505021;'Jimmy';'13';'08';'2015';1);;
(1504972;'/OU=Domain;Control;Validated/CN=svn.company.net';'13';'08';'2015';1)
(1504930;'Jimmy';'13';'08';'2015';1);;
(1504897;'Jimmy';'13';'08';'2015';1);;
(1504896;'Jimmy';'13';'08';'2015';1);;
(1504892;'Jimmy';'13';'08';'2015';1);;
(1504678;'Jimmy';'12';'08';'2015';1);;
(1504521;'Jimmy';'12';'08';'2015';1);;
(1504447;'Jimmy';'12';'08';'2015';1);;
(1504404;'Jimmy';'12';'08';'2015';1);;
(1504391;'Jimmy';'12';'08';'2015';1);;
(1504316;'Jimmy';'12';'08';'2015';2);;
(1504239;'Jimmy';'12';'08';'2015';1);;
(1503167;'Jimmy';'10';'08';'2015';1);;
(1503160;'Jimmy';'10';'08';'2015';1);;
(1503152;'Jimmy';'10';'08';'2015';1);;
(1503149;'Jimmy';'10';'08';'2015';1);;
(1502449;'Jimmy';'07';'08';'2015';1);;
(1502425;'Jimmy';'07';'08';'2015';1);;
(1502023;'Thomas';'06';'08';'2015';1);;
(1501699;'/OU=Domain;Control;Validated/CN=svn.company.net';'06';'08';'2015';1)
(1501400;'Thomas';'05';'08';'2015';1);;
(1501345;'Thomas';'05';'08';'2015';1);;
(1501337;'Jimmy';'05';'08';'2015';1);;
(1501323;'Jimmy';'05';'08';'2015';1);;
(1501134;'Thomas';'05';'08';'2015';1);;
(1500801;'Thomas';'04';'08';'2015';1);;
(1500768;'Thomas';'04';'08';'2015';1);;
(1500697;'Thomas';'04';'08';'2015';1);;
(1500688;'Thomas';'04';'08';'2015';1);;
(1500683;'Jimmy';'04';'08';'2015';1);;
(1500676;'Jimmy';'04';'08';'2015';1);;
(1500671;'Jimmy';'04';'08';'2015';1);;
(1500665;'Thomas';'04';'08';'2015';1);;
(1500664;'Jimmy';'04';'08';'2015';1);;
(1500656;'Jimmy';'04';'08';'2015';1);;
(1500654;'Thomas';'04';'08';'2015';1);;
(1500629;'Jimmy';'04';'08';'2015';1);;
(1500628;'Jimmy';'04';'08';'2015';1);;
(1500605;'Thomas';'04';'08';'2015';1);;
(1500577;'Thomas';'04';'08';'2015';1);;
(1500567;'Thomas';'04';'08';'2015';1);;
(1500550;'Jimmy';'04';'08';'2015';1);;
(1500540;'Thomas';'04';'08';'2015';1);;
(1500536;'Thomas';'04';'08';'2015';1);;
(1499589;'Thomas';'31';'07';'2015';1);;
(1499580;'Thomas';'31';'07';'2015';1);;
(1499551;'Thomas';'31';'07';'2015';1);;
(1499540;'Thomas';'31';'07';'2015';1);;
(1499498;'Thomas';'31';'07';'2015';1);;
(1499392;'Thomas';'31';'07';'2015';1);;
(1499015;'/OU=Domain;Control;Validated/CN=svn.company.net';'30';'07';'2015';1)
(1498989;'Thomas';'30';'07';'2015';1);;
(1498978;'Thomas';'30';'07';'2015';1);;
(1498977;'Thomas';'30';'07';'2015';1);;
(1498965;'Thomas';'30';'07';'2015';1);;
(1498952;'Thomas';'30';'07';'2015';1);;
(1498934;'Thomas';'30';'07';'2015';2);;
(1498787;'/OU=Domain;Control;Validated/CN=svn.company.net';'30';'07';'2015';1)
(1498744;'Thomas';'30';'07';'2015';1);;
(1498709;'Thomas';'30';'07';'2015';1);;
(1498319;'Thomas';'29';'07';'2015';1);;
(1498300;'Thomas';'29';'07';'2015';1);;
(1498083;'Thomas';'29';'07';'2015';1);;
(1497536;'Thomas';'28';'07';'2015';1);;
(1497472;'Thomas';'28';'07';'2015';1);;
(1497063;'Nicky';'27';'07';'2015';3);;
(1496931;'Thomas';'27';'07';'2015';1);;
(1496908;'Thomas';'27';'07';'2015';1);;
(1496519;'Thomas';'24';'07';'2015';1);;
(1496513;'Thomas';'24';'07';'2015';1);;
(1496435;'/OU=Domain;Control;Validated/CN=svn.company.net';'24';'07';'2015';1)
(1496285;'Thomas';'24';'07';'2015';1);;
(1496265;'Thomas';'24';'07';'2015';1);;
(1496231;'Thomas';'24';'07';'2015';1);;
(1496204;'Thomas';'24';'07';'2015';1);;
(1496201;'Thomas';'24';'07';'2015';1);;
(1496198;'Thomas';'24';'07';'2015';2);;
(1495947;'Thomas';'23';'07';'2015';1);;
(1495875;'/OU=Domain;Control;Validated/CN=svn.company.net';'23';'07';'2015';1)
(1495841;'Thomas';'23';'07';'2015';1);;
(1495830;'Thomas';'23';'07';'2015';1);;
(1495815;'Thomas';'23';'07';'2015';1);;
(1495607;'Dave';'23';'07';'2015';1);;
(1495598;'Thomas';'23';'07';'2015';1);;
(1495589;'Thomas';'23';'07';'2015';1);;
(1495583;'Thomas';'23';'07';'2015';1);;
(1495579;'Thomas';'23';'07';'2015';1);;
(1495354;'Thomas';'22';'07';'2015';1);;
(1495232;'Nicky';'22';'07';'2015';2);;
(1494629;'Thomas';'21';'07';'2015';1);;
(1494572;'Jimmy';'21';'07';'2015';1);;
(1494569;'Jimmy';'21';'07';'2015';1);;
(1494523;'Jimmy';'21';'07';'2015';1);;
(1494517;'Jimmy';'21';'07';'2015';1);;
(1494495;'Jimmy';'21';'07';'2015';1);;
(1494003;'Jimmy';'20';'07';'2015';1);;
(1493570;'Jimmy';'17';'07';'2015';1);;
(1493569;'Jimmy';'17';'07';'2015';1);;
(1493563;'Jimmy';'17';'07';'2015';1);;
(1493562;'Jimmy';'17';'07';'2015';1);;
(1493503;'/OU=Domain;Control;Validated/CN=svn.company.net';'17';'07';'2015';1)
(1493417;'Jimmy';'17';'07';'2015';1);;
(1493381;'Thomas';'17';'07';'2015';1);;
(1493269;'Nicky';'16';'07';'2015';2);;
(1493202;'Thomas';'16';'07';'2015';1);;
(1493081;'Jimmy';'16';'07';'2015';1);;
(1493067;'Alan';'16';'07';'2015';2);;
(1493044;'Jimmy';'16';'07';'2015';1);;
(1493036;'Jimmy';'16';'07';'2015';1);;
(1493028;'Jimmy';'16';'07';'2015';1);;
(1492956;'Alan';'16';'07';'2015';2);;
(1492955;'Alan';'16';'07';'2015';2);;
(1492513;'/OU=Domain;Control;Validated/CN=svn.company.net';'15';'07';'2015';1)
(1492481;'Alan';'15';'07';'2015';1);;
(1492470;'Jimmy';'15';'07';'2015';1);;
(1492457;'Jimmy';'15';'07';'2015';1);;
(1492455;'Jimmy';'15';'07';'2015';1);;
(1492414;'Jimmy';'15';'07';'2015';1);;
(1492409;'Jimmy';'15';'07';'2015';1);;
(1492405;'/OU=Domain;Control;Validated/CN=svn.company.net';'15';'07';'2015';1)
(1492402;'Jimmy';'15';'07';'2015';1);;
(1492399;'Jimmy';'15';'07';'2015';1);;
(1492395;'Jimmy';'15';'07';'2015';1);;
(1492330;'Jimmy';'15';'07';'2015';1);;
(1492308;'Jimmy';'15';'07';'2015';1);;
(1491912;'Jimmy';'14';'07';'2015';1);;
(1491892;'Jimmy';'14';'07';'2015';1);;
(1491875;'Jimmy';'14';'07';'2015';1);;
(1491866;'Jimmy';'14';'07';'2015';1);;
(1491858;'Jimmy';'14';'07';'2015';1);;
(1491856;'Jimmy';'14';'07';'2015';1);;
(1491802;'Jimmy';'14';'07';'2015';1);;
(1491445;'Thomas';'13';'07';'2015';1);;
(1491442;'Thomas';'13';'07';'2015';1);;
(1491435;'Thomas';'13';'07';'2015';1);;
(1491428;'Thomas';'13';'07';'2015';1);;
(1491425;'Thomas';'13';'07';'2015';1);;
(1491421;'Thomas';'13';'07';'2015';1);;
(1491420;'Thomas';'13';'07';'2015';1);;
(1491333;'Jimmy';'13';'07';'2015';1);;
(1491323;'Jimmy';'13';'07';'2015';1);;
(1491315;'Jimmy';'13';'07';'2015';1);;
(1491272;'Thomas';'13';'07';'2015';1);;
(1491254;'Alan';'13';'07';'2015';1);;
(1491229;'Jimmy';'13';'07';'2015';1);;
(1491146;'Thomas';'13';'07';'2015';1);;
